universidad,grado,grupo,nota,año,convocatoria
Universidad Autónoma De Madrid,Historia,Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,Historia,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Historia del Arte,Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,Historia del Arte,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Historia y Ciencias de la Música y Tecnología Musical,Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,Historia y Ciencias de la Música y Tecnología Musical,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,"Lenguas Modernas, Cultura y Comunicación-Español",Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,"Lenguas Modernas, Cultura y Comunicación-Español",Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,"Lenguas Modernas, Cultura y Comunicación-Francés",Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,"Lenguas Modernas, Cultura y Comunicación-Francés",Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,"Lenguas Modernas, Cultura y Comunicación-Inglés",Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,"Lenguas Modernas, Cultura y Comunicación-Inglés",Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Traducción e Interpretación (Francés),Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,Traducción e Interpretación (Francés),Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Traducción e Interpretación (Inglés),Grupo 1,6.700,2025,ordinaria
Universidad Autónoma De Madrid,Traducción e Interpretación (Inglés),Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,"Ciencias Ambientales - Geografía, Geotecnologías y Sostenibilidad
Territorial",Grupo 1,6.580,2025,ordinaria
Universidad Autónoma De Madrid,"Ciencias Ambientales - Geografía, Geotecnologías y Sostenibilidad
Territorial",Grupo 2,8.10,2025,ordinaria
Universidad Autónoma De Madrid,Derecho - Administración y Dirección de Empresas,Grupo 1,10.928,2025,ordinaria
Universidad Autónoma De Madrid,Derecho - Administración y Dirección de Empresas,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Derecho - Ciencia Política y Administración Pública,Grupo 1,8.911,2025,ordinaria
Universidad Autónoma De Madrid,Derecho - Ciencia Política y Administración Pública,Grupo 2,7.25,2025,ordinaria
Universidad Autónoma De Madrid,Estudios Internacionales - Estudios de Asia y África (árabe),Grupo 1,10.336,2025,ordinaria
Universidad Autónoma De Madrid,Estudios Internacionales - Estudios de Asia y África (árabe),Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Filosofía - Historia,Grupo 1,12.264,2025,ordinaria
Universidad Autónoma De Madrid,Filosofía - Historia,Grupo 2,8.49,2025,ordinaria
Universidad Autónoma De Madrid,Filosofía - Historia y CC. de la Música y Tecnología Musical,Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,Filosofía - Historia y CC. de la Música y Tecnología Musical,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Historia - Estudios Internacionales,Grupo 1,12.964,2025,ordinaria
Universidad Autónoma De Madrid,Historia - Estudios Internacionales,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Historia del Arte - Estudios Clásicos y de la Antigüedad,Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,Historia del Arte - Estudios Clásicos y de la Antigüedad,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Historia del Arte - Historia,Grupo 1,12.513,2025,ordinaria
Universidad Autónoma De Madrid,Historia del Arte - Historia,Grupo 2,8.56,2025,ordinaria
Universidad Autónoma De Madrid,Ingeniería Informática - Matemáticas,Grupo 1,13.136,2025,ordinaria
Universidad Autónoma De Madrid,Ingeniería Informática - Matemáticas,Grupo 2,8.82,2025,ordinaria
Universidad Autónoma De Madrid,Maestro en Educación Infantil - Maestro en Educación Primaria,Grupo 1,10.278,2025,ordinaria
Universidad Autónoma De Madrid,Maestro en Educación Infantil - Maestro en Educación Primaria,Grupo 2,8.01,2025,ordinaria
Universidad Autónoma De Madrid,Nutrición Humana y Dietética - Ciencia y Tecnología de los Alimentos,Grupo 1,10.870,2025,ordinaria
Universidad Autónoma De Madrid,Nutrición Humana y Dietética - Ciencia y Tecnología de los Alimentos,Grupo 2,8.58,2025,ordinaria
Universidad Autónoma De Madrid,"Traducción e Interpretación (Francés) - Lenguas Modernas, Cultura y
Comunicación (Francés)",Grupo 1,5.790,2025,ordinaria
Universidad Autónoma De Madrid,"Traducción e Interpretación (Francés) - Lenguas Modernas, Cultura y
Comunicación (Francés)",Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Diseño y Gestión de Proyectos Transmedia,Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,Diseño y Gestión de Proyectos Transmedia,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Educación Social,Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,Educación Social,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Fisioterapia,Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,Fisioterapia,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Maestro en Educación Infantil,Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,Maestro en Educación Infantil,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Maestro en Educación Primaria,Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,Maestro en Educación Primaria,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Podología,Grupo 1,7.203,2025,ordinaria
Universidad Autónoma De Madrid,Podología,Grupo 2,8.59,2025,ordinaria
Universidad Autónoma De Madrid,Terapia Ocupacional,Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,Terapia Ocupacional,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Trabajo Social,Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,Trabajo Social,Grupo 2,5.00,2025,ordinaria
Universidad Carlos Iii De Madrid,Ciencia e Ingeniería de Datos (en inglés),Grupo 1,11.556,2025,ordinaria
Universidad Carlos Iii De Madrid,Ciencia e Ingeniería de Datos (en inglés),Grupo 2,7.56,2025,ordinaria
Universidad Carlos Iii De Madrid,Ingeniería Aeroespacial (en inglés),Grupo 1,13.300,2025,ordinaria
Universidad Carlos Iii De Madrid,Ingeniería Aeroespacial (en inglés),Grupo 2,7.43,2025,ordinaria
Universidad Carlos Iii De Madrid,Ingeniería Biomédica (en inglés),Grupo 1,12.843,2025,ordinaria
Universidad Carlos Iii De Madrid,Ingeniería Biomédica (en inglés),Grupo 2,9.31,2025,ordinaria
Universidad Carlos Iii De Madrid,Ingeniería de Comunicaciones Móviles y Espaciales (español o bilingüe),Grupo 1,10.253,2025,ordinaria
Universidad Carlos Iii De Madrid,Ingeniería de Comunicaciones Móviles y Espaciales (español o bilingüe),Grupo 2,5.00,2025,ordinaria
Universidad Carlos Iii De Madrid,Ingeniería de Internet,Grupo 1,9.764,2025,ordinaria
Universidad Carlos Iii De Madrid,Ingeniería de Internet,Grupo 2,5.00,2025,ordinaria
Universidad Carlos Iii De Madrid,Ingeniería de la Energía (en inglés),Grupo 1,11.175,2025,ordinaria
Universidad Carlos Iii De Madrid,Ingeniería de la Energía (en inglés),Grupo 2,5.00,2025,ordinaria
Universidad Carlos Iii De Madrid,Ingeniería de Sonido e Imagen (español o bilingüe),Grupo 1,10.115,2025,ordinaria
Universidad Carlos Iii De Madrid,Ingeniería de Sonido e Imagen (español o bilingüe),Grupo 2,5.00,2025,ordinaria
Universidad Carlos Iii De Madrid,Ingeniería Eléctrica (español o bilingüe),Grupo 1,10.967,2025,ordinaria
Universidad Carlos Iii De Madrid,Ingeniería Eléctrica (español o bilingüe),Grupo 2,5.00,2025,ordinaria
Universidad Carlos Iii De Madrid,Ingeniería Electrónica Industrial y Automática (español o bilingüe),Grupo 1,10.636,2025,ordinaria
Universidad Carlos Iii De Madrid,Ingeniería Electrónica Industrial y Automática (español o bilingüe),Grupo 2,5.00,2025,ordinaria
Universidad Carlos Iii De Madrid,Ingeniería en Tecnologías de Telecomunicación (español o bilingüe),Grupo 1,10.713,2025,ordinaria
Universidad Carlos Iii De Madrid,Ingeniería en Tecnologías de Telecomunicación (español o bilingüe),Grupo 2,5.00,2025,ordinaria
Universidad Carlos Iii De Madrid,Ingeniería en Tecnologías Industriales (español o bilingüe),Grupo 1,11.966,2025,ordinaria
Universidad Carlos Iii De Madrid,Ingeniería en Tecnologías Industriales (español o bilingüe),Grupo 2,5.00,2025,ordinaria
Universidad Carlos Iii De Madrid,Ingeniería Física (en inglés),Grupo 1,13.225,2025,ordinaria
Universidad Carlos Iii De Madrid,Ingeniería Física (en inglés),Grupo 2,7.38,2025,ordinaria
Universidad Carlos Iii De Madrid,"Ingeniería Informática (español, bilingüe o inglés)",Grupo 1,10.978,2025,ordinaria
Universidad Carlos Iii De Madrid,"Ingeniería Informática (español, bilingüe o inglés)",Grupo 2,5.00,2025,ordinaria
Universidad Carlos Iii De Madrid,Ingeniería Informática (Colmenarejo),Grupo 1,10.364,2025,ordinaria
Universidad Carlos Iii De Madrid,Ingeniería Informática (Colmenarejo),Grupo 2,5.00,2025,ordinaria
Universidad Carlos Iii De Madrid,Ingeniería Mecánica (español o bilingüe),Grupo 1,11.664,2025,ordinaria
Universidad Carlos Iii De Madrid,Ingeniería Mecánica (español o bilingüe),Grupo 2,5.00,2025,ordinaria
Universidad Carlos Iii De Madrid,Ingeniería Robótica (en inglés),Grupo 1,11.489,2025,ordinaria
Universidad Carlos Iii De Madrid,Ingeniería Robótica (en inglés),Grupo 2,8.63,2025,ordinaria
Universidad Carlos Iii De Madrid,Inteligencia Artificial,Grupo 1,11.775,2025,ordinaria
Universidad Carlos Iii De Madrid,Inteligencia Artificial,Grupo 2,8.05,2025,ordinaria
Universidad Carlos Iii De Madrid,Inteligencia Artificial (Colmenarejo),Grupo 1,10.448,2025,ordinaria
Universidad Carlos Iii De Madrid,Inteligencia Artificial (Colmenarejo),Grupo 2,7.04,2025,ordinaria
Universidad Carlos Iii De Madrid,Matemática Aplicada,Grupo 1,12.024,2025,ordinaria
Universidad Carlos Iii De Madrid,Matemática Aplicada,Grupo 2,6.89,2025,ordinaria
Universidad Carlos Iii De Madrid,Matemáticas y Computación (en inglés),Grupo 1,12.224,2025,ordinaria
Universidad Carlos Iii De Madrid,Matemáticas y Computación (en inglés),Grupo 2,8.41,2025,ordinaria
Universidad Carlos Iii De Madrid,Programa Académico de Ingeniería Informática vía Grado en Ing. Informática (bilingüe),Grupo 1,12.825,2025,ordinaria
Universidad Carlos Iii De Madrid,Programa Académico de Ingeniería Informática vía Grado en Ing. Informática (bilingüe),Grupo 2,5.00,2025,ordinaria
Universidad Carlos Iii De Madrid,"Programa Académico de Ingeniería de Telecomunicación vía Grado en Ing. en
Tecnologías de Telecomunicación (bilingüe)",Grupo 1,12.889,2025,ordinaria
Universidad Carlos Iii De Madrid,"Programa Académico de Ingeniería de Telecomunicación vía Grado en Ing. en
Tecnologías de Telecomunicación (bilingüe)",Grupo 2,5.00,2025,ordinaria
Universidad Carlos Iii De Madrid,"Programa Académico de Ingeniería Industrial vía Grado en Ing. en Tecnologías
Industriales (bilingüe-español)",Grupo 1,13.414,2025,ordinaria
Universidad Carlos Iii De Madrid,"Programa Académico de Ingeniería Industrial vía Grado en Ing. en Tecnologías
Industriales (bilingüe-español)",Grupo 2,5.00,2025,ordinaria
Universidad Carlos Iii De Madrid,Ciencias Políticas y Sociología,Grupo 1,9.041,2025,ordinaria
Universidad Carlos Iii De Madrid,Ciencias Políticas y Sociología,Grupo 2,7.40,2025,ordinaria
Universidad Carlos Iii De Madrid,Ciencia e Ingeniería de Datos e Ingeniería en Tecnologías de Telecomunicación (bilingüe),Grupo 1,12.124,2025,ordinaria
Universidad Carlos Iii De Madrid,Ciencia e Ingeniería de Datos e Ingeniería en Tecnologías de Telecomunicación (bilingüe),Grupo 2,5.00,2025,ordinaria
Universidad Carlos Iii De Madrid,Derecho y Administración de Empresas (español o bilingüe),Grupo 1,12.600,2025,ordinaria
Universidad Carlos Iii De Madrid,Derecho y Administración de Empresas (español o bilingüe),Grupo 2,8.11,2025,ordinaria
Universidad Carlos Iii De Madrid,Derecho y Administración de Empresas (Colmenarejo),Grupo 1,11.250,2025,ordinaria
Universidad Carlos Iii De Madrid,Derecho y Administración de Empresas (Colmenarejo),Grupo 2,7.94,2025,ordinaria
Universidad Carlos Iii De Madrid,Derecho y Ciencias Políticas,Grupo 1,11.178,2025,ordinaria
Universidad Carlos Iii De Madrid,Derecho y Ciencias Políticas,Grupo 2,7.37,2025,ordinaria
Universidad Carlos Iii De Madrid,Derecho y Economía (español o bilingüe),Grupo 1,12.239,2025,ordinaria
Universidad Carlos Iii De Madrid,Derecho y Economía (español o bilingüe),Grupo 2,6.55,2025,ordinaria
Universidad Carlos Iii De Madrid,Estudios Internacionales y Administración de Empresas (en inglés),Grupo 1,13.119,2025,ordinaria
Universidad Carlos Iii De Madrid,Estudios Internacionales y Administración de Empresas (en inglés),Grupo 2,5.00,2025,ordinaria
Universidad Carlos Iii De Madrid,Estudios Internacionales y Ciencias Políticas (bilingüe),Grupo 1,12.475,2025,ordinaria
Universidad Carlos Iii De Madrid,Estudios Internacionales y Ciencias Políticas (bilingüe),Grupo 2,7.43,2025,ordinaria
Universidad Carlos Iii De Madrid,Estudios Internacionales y Derecho (bilingue),Grupo 1,13.175,2025,ordinaria
Universidad Carlos Iii De Madrid,Estudios Internacionales y Derecho (bilingue),Grupo 2,8.44,2025,ordinaria
Universidad Carlos Iii De Madrid,Estudios Internacionales y Economía (en inglés),Grupo 1,12.830,2025,ordinaria
Universidad Carlos Iii De Madrid,Estudios Internacionales y Economía (en inglés),Grupo 2,5.00,2025,ordinaria
Universidad Carlos Iii De Madrid,Ingeniería Física e Ingeniería en Tecnologías Industriales (bilingüe),Grupo 1,13.464,2025,ordinaria
Universidad Carlos Iii De Madrid,Ingeniería Física e Ingeniería en Tecnologías Industriales (bilingüe),Grupo 2,6.35,2025,ordinaria
Universidad Carlos Iii De Madrid,Ingeniería Informática y Administración de Empresas (Colmenarejo),Grupo 1,11.386,2025,ordinaria
Universidad Carlos Iii De Madrid,Ingeniería Informática y Administración de Empresas (Colmenarejo),Grupo 2,5.00,2025,ordinaria
Universidad Carlos Iii De Madrid,Ingeniería Informática y Administración de Empresas (Leganes-Getafe),Grupo 1,12.053,2025,ordinaria
Universidad Carlos Iii De Madrid,Ingeniería Informática y Administración de Empresas (Leganes-Getafe),Grupo 2,5.00,2025,ordinaria
Universidad Carlos Iii De Madrid,Periodismo y Comunicación Audiovisual (español o bilingüe),Grupo 1,10.939,2025,ordinaria
Universidad Carlos Iii De Madrid,Periodismo y Comunicación Audiovisual (español o bilingüe),Grupo 2,7.58,2025,ordinaria
Universidad Carlos Iii De Madrid,Periodismo y Humanidades,Grupo 1,7.816,2025,ordinaria
Universidad Carlos Iii De Madrid,Periodismo y Humanidades,Grupo 2,9.07,2025,ordinaria
Universidad Politécnica De Madrid,Arquitecto/a (PARS),Grupo 1,13.089,2025,ordinaria
Universidad Politécnica De Madrid,Arquitecto/a (PARS),Grupo 2,8.60,2025,ordinaria
Universidad Politécnica De Madrid,Arquitectura Naval / Ingeniería Marítima,Grupo 1,10.467,2025,ordinaria
Universidad Politécnica De Madrid,Arquitectura Naval / Ingeniería Marítima,Grupo 2,6.51,2025,ordinaria
Universidad Politécnica De Madrid,Biotecnología,Grupo 1,12.728,2025,ordinaria
Universidad Politécnica De Madrid,Biotecnología,Grupo 2,8.23,2025,ordinaria
Universidad Politécnica De Madrid,Ciencia de Datos e Inteligencia Artificial (Campus de Montegancedo),Grupo 1,11.899,2025,ordinaria
Universidad Politécnica De Madrid,Ciencia de Datos e Inteligencia Artificial (Campus de Montegancedo),Grupo 2,8.98,2025,ordinaria
Universidad Politécnica De Madrid,Ciencia de Datos e Inteligencia Artificial (Campus Sur),Grupo 1,12.139,2025,ordinaria
Universidad Politécnica De Madrid,Ciencia de Datos e Inteligencia Artificial (Campus Sur),Grupo 2,8.35,2025,ordinaria
Universidad Politécnica De Madrid,Edificación,Grupo 1,7.637,2025,ordinaria
Universidad Politécnica De Madrid,Edificación,Grupo 2,6.97,2025,ordinaria
Universidad Politécnica De Madrid,Fundamentos de la Arquitectura,Grupo 1,11.091,2025,ordinaria
Universidad Politécnica De Madrid,Fundamentos de la Arquitectura,Grupo 2,7.73,2025,ordinaria
Universidad Politécnica De Madrid,Gestión y Operaciones del Transporte Aéreo,Grupo 1,11.478,2025,ordinaria
Universidad Politécnica De Madrid,Gestión y Operaciones del Transporte Aéreo,Grupo 2,7.15,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería Aeroespacial,Grupo 1,12.484,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería Aeroespacial,Grupo 2,7.59,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/a Aeronáutico/a (PARS),Grupo 1,13.411,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/a Aeronáutico/a (PARS),Grupo 2,7.44,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería Agrícola,Grupo 1,8.173,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería Agrícola,Grupo 2,6.88,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/a Agrónomo/a (PARS),Grupo 1,10.814,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/a Agrónomo/a (PARS),Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería Agroambiental,Grupo 1,5.750,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería Agroambiental,Grupo 2,6.88,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería Alimentaria,Grupo 1,7.015,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería Alimentaria,Grupo 2,7.13,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería Biomédica,Grupo 1,12.553,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería Biomédica,Grupo 2,8.89,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/a Biomédico/a (PARS),Grupo 1,13.150,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/a Biomédico/a (PARS),Grupo 2,8.45,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería Civil y Territorial (Moncloa),Grupo 1,10.053,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería Civil y Territorial (Moncloa),Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería Civil y Territorial (Retiro),Grupo 1,9.675,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería Civil y Territorial (Retiro),Grupo 2,6.33,2025,ordinaria
Universidad Politécnica De Madrid,"Ingeniero/a de Caminos, Canales y Puertos (PARS)",Grupo 1,11.961,2025,ordinaria
Universidad Politécnica De Madrid,"Ingeniero/a de Caminos, Canales y Puertos (PARS)",Grupo 2,6.40,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería de Computadores,Grupo 1,9.311,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería de Computadores,Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería de la Energía,Grupo 1,11.039,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería de la Energía,Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería de las Tecnologías de la Información Geoespacial,Grupo 1,7.310,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería de las Tecnologías de la Información Geoespacial,Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería de Materiales,Grupo 1,9.561,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería de Materiales,Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/a de Materiales (PARS),Grupo 1,10.728,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/a de Materiales (PARS),Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/a de Minas (PARS),Grupo 1,10.388,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/a de Minas (PARS),Grupo 2,7.24,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/a de Montes (PARS),Grupo 1,8.739,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/a de Montes (PARS),Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería de Organización,Grupo 1,12.636,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería de Organización,Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería de Sistemas de Telecomunicación,Grupo 1,9.186,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería de Sistemas de Telecomunicación,Grupo 2,7.40,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería de Sonido e Imagen,Grupo 1,8.066,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería de Sonido e Imagen,Grupo 2,6.99,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería de Tecnologías y Servicios de Telecomunicación,Grupo 1,9.408,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería de Tecnologías y Servicios de Telecomunicación,Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/a de Telecomunicación (PARS),Grupo 1,11.686,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/a de Telecomunicación (PARS),Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería del Medio Natural,Grupo 1,5.744,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería del Medio Natural,Grupo 2,6.09,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería del Software,Grupo 1,10.036,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería del Software,Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/a del Software (PARS),Grupo 1,11.533,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/a del Software (PARS),Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería Eléctrica,Grupo 1,10.450,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería Eléctrica,Grupo 2,7.01,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería Electrónica de Comunicaciones,Grupo 1,8.361,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería Electrónica de Comunicaciones,Grupo 2,8.14,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería Electrónica Industrial y Automática,Grupo 1,10.670,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería Electrónica Industrial y Automática,Grupo 2,7.48,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería en Diseño Industrial y Desarrollo de Producto,Grupo 1,12.461,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería en Diseño Industrial y Desarrollo de Producto,Grupo 2,8.20,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/a Sistemas Informáticos Distribuidos y Embebidos (PARS),Grupo 1,8.728,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/a Sistemas Informáticos Distribuidos y Embebidos (PARS),Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,"Ingeniería en Tecnología Minera / Ing. Geológica / Ing. Mineralúrgica y
Metalúrgica de las Materias Primas / Ing. en Recursos Energéticos,
Combustibles y Explosivos",Grupo 1,8.390,2025,ordinaria
Universidad Politécnica De Madrid,"Ingeniería en Tecnología Minera / Ing. Geológica / Ing. Mineralúrgica y
Metalúrgica de las Materias Primas / Ing. en Recursos Energéticos,
Combustibles y Explosivos",Grupo 2,7.02,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería en Tecnologías Aeroespaciales,Grupo 1,12.363,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería en Tecnologías Aeroespaciales,Grupo 2,7.50,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería en Tecnologías Ambientales,Grupo 1,6.464,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería en Tecnologías Ambientales,Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería en Tecnologías Industriales,Grupo 1,12.114,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería en Tecnologías Industriales,Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería Forestal,Grupo 1,5.404,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería Forestal,Grupo 2,6.87,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería Geomática,Grupo 1,6.686,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería Geomática,Grupo 2,6.40,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/a Industrial (PARS),Grupo 1,13.525,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/a Industrial (PARS),Grupo 2,7.42,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería Informática,Grupo 1,10.175,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería Informática,Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/a Informática (PARS),Grupo 1,11.425,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/a Informática (PARS),Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería Mecánica,Grupo 1,11.867,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería Mecánica,Grupo 2,7.84,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/a Naval y Oceánica (PARS),Grupo 1,11.978,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/a Naval y Oceánica (PARS),Grupo 2,7.16,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería Química (Castellana),Grupo 1,11.707,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería Química (Castellana),Grupo 2,7.47,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería Química (Embajadores),Grupo 1,10.883,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería Química (Embajadores),Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería Telemática,Grupo 1,8.540,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería Telemática,Grupo 2,6.53,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería y Sistemas de datos (Campus Moncloa),Grupo 1,11.128,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniería y Sistemas de datos (Campus Moncloa),Grupo 2,9.39,2025,ordinaria
Universidad Politécnica De Madrid,Matemáticas e Informática,Grupo 1,11.507,2025,ordinaria
Universidad Politécnica De Madrid,Matemáticas e Informática,Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Sistemas de Información,Grupo 1,9.080,2025,ordinaria
Universidad Politécnica De Madrid,Sistemas de Información,Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Tecnologías para la Sociedad de la Información,Grupo 1,8.190,2025,ordinaria
Universidad Politécnica De Madrid,Tecnologías para la Sociedad de la Información,Grupo 2,6.40,2025,ordinaria
Universidad Rey Juan Carlos,Ciencia e Ingeniería de Datos (Fuenlabrada),Grupo 1,10.403,2025,ordinaria
Universidad Rey Juan Carlos,Ciencia e Ingeniería de Datos (Fuenlabrada),Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Diseño y Desarrollo de Videojuegos (Madrid),Grupo 1,9.489,2025,ordinaria
