id;id_grado_ofertado;año;convocatoria;grupo;nota
1154;495;2025;ordinaria;Grupo 1;9.408
1155;514;2025;ordinaria;Grupo 1;9.408
1156;532;2025;ordinaria;Grupo 1;9.408
1157;543;2025;ordinaria;Grupo 1;9.408
1158;556;2025;ordinaria;Grupo 1;9.408
1159;565;2025;ordinaria;Grupo 1;9.408
1160;477;2025;ordinaria;Grupo 2;5.0
1161;495;2025;ordinaria;Grupo 2;5.0
1162;514;2025;ordinaria;Grupo 2;5.0
1163;532;2025;ordinaria;Grupo 2;5.0
1164;543;2025;ordinaria;Grupo 2;5.0
1165;556;2025;ordinaria;Grupo 2;5.0
1166;565;2025;ordinaria;Grupo 2;5.0
1167;0;2025;ordinaria;Grupo 1;11.686
1168;0;2025;ordinaria;Grupo 2;5.0
1169;0;2025;ordinaria;Grupo 1;5.744
1170;0;2025;ordinaria;Grupo 2;6.09
1171;574;2025;ordinaria;Grupo 1;10.036
1172;584;2025;ordinaria;Grupo 1;10.036
1173;574;2025;ordinaria;Grupo 2;5.0
1174;584;2025;ordinaria;Grupo 2;5.0
1175;0;2025;ordinaria;Grupo 1;11.533
1176;0;2025;ordinaria;Grupo 2;5.0
1177;487;2025;ordinaria;Grupo 1;10.45
1178;529;2025;ordinaria;Grupo 1;10.45
1179;534;2025;ordinaria;Grupo 1;10.45
1180;487;2025;ordinaria;Grupo 2;7.01
1181;529;2025;ordinaria;Grupo 2;7.01
1182;534;2025;ordinaria;Grupo 2;7.01
1183;554;2025;ordinaria;Grupo 1;8.361
1184;559;2025;ordinaria;Grupo 1;8.361
1185;560;2025;ordinaria;Grupo 1;8.361
1186;554;2025;ordinaria;Grupo 2;8.14
1187;559;2025;ordinaria;Grupo 2;8.14
1188;560;2025;ordinaria;Grupo 2;8.14
1189;0;2025;ordinaria;Grupo 1;10.67
1190;0;2025;ordinaria;Grupo 2;7.48
1191;398;2025;ordinaria;Grupo 1;12.461
1192;523;2025;ordinaria;Grupo 1;12.461
1193;528;2025;ordinaria;Grupo 1;12.461
1194;398;2025;ordinaria;Grupo 2;8.2
1195;523;2025;ordinaria;Grupo 2;8.2
1196;528;2025;ordinaria;Grupo 2;8.2
1197;0;2025;ordinaria;Grupo 1;8.728
1198;0;2025;ordinaria;Grupo 2;5.0
1199;0;2025;ordinaria;Grupo 1;8.39
1200;0;2025;ordinaria;Grupo 2;7.02
1201;503;2025;ordinaria;Grupo 1;12.363
1202;503;2025;ordinaria;Grupo 2;7.5
1203;0;2025;ordinaria;Grupo 1;6.464
1204;0;2025;ordinaria;Grupo 2;5.0
1205;377;2025;ordinaria;Grupo 1;12.114
1206;490;2025;ordinaria;Grupo 1;12.114
1207;510;2025;ordinaria;Grupo 1;12.114
1208;526;2025;ordinaria;Grupo 1;12.114
1209;537;2025;ordinaria;Grupo 1;12.114
1210;540;2025;ordinaria;Grupo 1;12.114
1211;542;2025;ordinaria;Grupo 1;12.114
1212;377;2025;ordinaria;Grupo 2;5.0
1213;490;2025;ordinaria;Grupo 2;5.0
1214;510;2025;ordinaria;Grupo 2;5.0
1215;526;2025;ordinaria;Grupo 2;5.0
1216;537;2025;ordinaria;Grupo 2;5.0
1217;540;2025;ordinaria;Grupo 2;5.0
1218;542;2025;ordinaria;Grupo 2;5.0
1219;504;2025;ordinaria;Grupo 1;5.404
1220;504;2025;ordinaria;Grupo 2;6.87
1221;499;2025;ordinaria;Grupo 1;6.686
1222;499;2025;ordinaria;Grupo 2;6.4
1223;0;2025;ordinaria;Grupo 1;13.525
1224;0;2025;ordinaria;Grupo 2;7.42
1225;67;2025;ordinaria;Grupo 1;10.175
1226;402;2025;ordinaria;Grupo 1;10.175
1227;468;2025;ordinaria;Grupo 1;10.175
1228;497;2025;ordinaria;Grupo 1;10.175
1229;515;2025;ordinaria;Grupo 1;10.175
1230;527;2025;ordinaria;Grupo 1;10.175
1231;533;2025;ordinaria;Grupo 1;10.175
1232;558;2025;ordinaria;Grupo 1;10.175
1233;577;2025;ordinaria;Grupo 1;10.175
1234;580;2025;ordinaria;Grupo 1;10.175
1235;583;2025;ordinaria;Grupo 1;10.175
1236;585;2025;ordinaria;Grupo 1;10.175
1237;587;2025;ordinaria;Grupo 1;10.175
1238;67;2025;ordinaria;Grupo 2;5.0
1239;402;2025;ordinaria;Grupo 2;5.0
1240;468;2025;ordinaria;Grupo 2;5.0
1241;497;2025;ordinaria;Grupo 2;5.0
1242;515;2025;ordinaria;Grupo 2;5.0
1243;527;2025;ordinaria;Grupo 2;5.0
1244;533;2025;ordinaria;Grupo 2;5.0
1245;558;2025;ordinaria;Grupo 2;5.0
1246;577;2025;ordinaria;Grupo 2;5.0
1247;580;2025;ordinaria;Grupo 2;5.0
1248;583;2025;ordinaria;Grupo 2;5.0
1249;585;2025;ordinaria;Grupo 2;5.0
1250;587;2025;ordinaria;Grupo 2;5.0
1251;0;2025;ordinaria;Grupo 1;11.425
1252;0;2025;ordinaria;Grupo 2;5.0
1253;376;2025;ordinaria;Grupo 1;11.867
1254;400;2025;ordinaria;Grupo 1;11.867
1255;464;2025;ordinaria;Grupo 1;11.867
1256;489;2025;ordinaria;Grupo 1;11.867
1257;525;2025;ordinaria;Grupo 1;11.867
1258;536;2025;ordinaria;Grupo 1;11.867
1259;541;2025;ordinaria;Grupo 1;11.867
1260;376;2025;ordinaria;Grupo 2;7.84
1261;400;2025;ordinaria;Grupo 2;7.84
1262;464;2025;ordinaria;Grupo 2;7.84
1263;489;2025;ordinaria;Grupo 2;7.84
1264;525;2025;ordinaria;Grupo 2;7.84
1265;536;2025;ordinaria;Grupo 2;7.84
1266;541;2025;ordinaria;Grupo 2;7.84
1267;0;2025;ordinaria;Grupo 1;11.978
1268;0;2025;ordinaria;Grupo 2;7.16
1269;0;2025;ordinaria;Grupo 1;11.707
1270;0;2025;ordinaria;Grupo 2;7.47
1271;0;2025;ordinaria;Grupo 1;10.883
1272;0;2025;ordinaria;Grupo 2;5.0
1273;478;2025;ordinaria;Grupo 1;8.54
1274;496;2025;ordinaria;Grupo 1;8.54
1275;562;2025;ordinaria;Grupo 1;8.54
1276;566;2025;ordinaria;Grupo 1;8.54
1277;478;2025;ordinaria;Grupo 2;6.53
1278;496;2025;ordinaria;Grupo 2;6.53
1279;562;2025;ordinaria;Grupo 2;6.53
1280;566;2025;ordinaria;Grupo 2;6.53
1281;0;2025;ordinaria;Grupo 1;11.128
1282;0;2025;ordinaria;Grupo 2;9.39
1283;588;2025;ordinaria;Grupo 1;11.507
1284;588;2025;ordinaria;Grupo 2;5.0
1285;0;2025;ordinaria;Grupo 1;9.08
1286;0;2025;ordinaria;Grupo 2;5.0
1287;573;2025;ordinaria;Grupo 1;8.19
1288;586;2025;ordinaria;Grupo 1;8.19
1289;573;2025;ordinaria;Grupo 2;6.4
1290;586;2025;ordinaria;Grupo 2;6.4
1291;0;2025;ordinaria;Grupo 1;10.403
1292;0;2025;ordinaria;Grupo 2;5.0
1293;0;2025;ordinaria;Grupo 1;9.489
1294;0;2025;ordinaria;Grupo 2;7.11
1295;0;2025;ordinaria;Grupo 1;9.404
1296;0;2025;ordinaria;Grupo 2;6.32
1297;0;2025;ordinaria;Grupo 1;10.428
1298;0;2025;ordinaria;Grupo 2;8.22
1299;0;2025;ordinaria;Grupo 1;12.114
1300;0;2025;ordinaria;Grupo 2;9.07
1301;0;2025;ordinaria;Grupo 1;7.848
1302;0;2025;ordinaria;Grupo 2;5.0
1303;0;2025;ordinaria;Grupo 1;12.339
1304;0;2025;ordinaria;Grupo 2;9.38
1305;0;2025;ordinaria;Grupo 1;12.139
1306;0;2025;ordinaria;Grupo 2;9.27
1307;0;2025;ordinaria;Grupo 1;9.186
1308;0;2025;ordinaria;Grupo 2;5.0
1309;0;2025;ordinaria;Grupo 1;10.803
1310;0;2025;ordinaria;Grupo 2;7.43
1311;0;2025;ordinaria;Grupo 1;10.04
1312;0;2025;ordinaria;Grupo 2;5.0
1313;0;2025;ordinaria;Grupo 1;9.525
1314;0;2025;ordinaria;Grupo 2;5.0
1315;0;2025;ordinaria;Grupo 1;9.814
1316;0;2025;ordinaria;Grupo 2;5.0
1317;0;2025;ordinaria;Grupo 1;8.714
1318;0;2025;ordinaria;Grupo 2;5.0
1319;0;2025;ordinaria;Grupo 1;8.925
1320;0;2025;ordinaria;Grupo 2;7.77
1321;0;2025;ordinaria;Grupo 1;8.838
1322;0;2025;ordinaria;Grupo 2;6.97
1323;0;2025;ordinaria;Grupo 1;8.45
1324;0;2025;ordinaria;Grupo 2;6.32
1325;0;2025;ordinaria;Grupo 1;8.14
1326;0;2025;ordinaria;Grupo 2;8.22
1327;0;2025;ordinaria;Grupo 1;7.441
1328;0;2025;ordinaria;Grupo 2;5.0
1329;0;2025;ordinaria;Grupo 1;7.427
1330;0;2025;ordinaria;Grupo 2;6.22
1331;0;2025;ordinaria;Grupo 1;8.08
1332;0;2025;ordinaria;Grupo 2;5.0
1333;0;2025;ordinaria;Grupo 1;7.2
1334;0;2025;ordinaria;Grupo 2;8.44
1335;0;2025;ordinaria;Grupo 1;10.625
1336;0;2025;ordinaria;Grupo 2;8.55
1337;0;2025;ordinaria;Grupo 1;8.56
1338;0;2025;ordinaria;Grupo 2;7.03
1339;0;2025;ordinaria;Grupo 1;9.115
1340;0;2025;ordinaria;Grupo 2;7.4
1341;0;2025;ordinaria;Grupo 1;9.138
1342;0;2025;ordinaria;Grupo 2;5.0
1343;0;2025;ordinaria;Grupo 1;8.3
1344;0;2025;ordinaria;Grupo 2;6.65
1345;0;2025;ordinaria;Grupo 1;8.288
1346;0;2025;ordinaria;Grupo 2;5.0
1347;0;2025;ordinaria;Grupo 1;7.92
1348;0;2025;ordinaria;Grupo 2;7.77
1349;0;2025;ordinaria;Grupo 1;9.039
1350;0;2025;ordinaria;Grupo 2;5.0
1351;0;2025;ordinaria;Grupo 1;10.087
1352;0;2025;ordinaria;Grupo 2;8.6
1353;0;2025;ordinaria;Grupo 1;10.461
1354;0;2025;ordinaria;Grupo 2;8.0
1355;0;2025;ordinaria;Grupo 1;9.166
1356;0;2025;ordinaria;Grupo 2;7.9
1357;0;2025;ordinaria;Grupo 1;8.889
1358;0;2025;ordinaria;Grupo 2;8.44
1359;0;2025;ordinaria;Grupo 1;8.723
1360;0;2025;ordinaria;Grupo 2;8.59
1361;0;2025;ordinaria;Grupo 1;8.111
1362;0;2025;ordinaria;Grupo 2;9.09
1363;0;2025;ordinaria;Grupo 1;9.903
1364;0;2025;ordinaria;Grupo 2;5.0
1365;0;2025;ordinaria;Grupo 1;9.078
1366;0;2025;ordinaria;Grupo 2;5.0
1367;0;2025;ordinaria;Grupo 1;6.989
1368;0;2025;ordinaria;Grupo 2;5.0
1369;0;2025;ordinaria;Grupo 1;8.365
1370;0;2025;ordinaria;Grupo 2;7.61
1371;0;2025;ordinaria;Grupo 1;8.475
1372;0;2025;ordinaria;Grupo 2;6.18
1373;0;2025;ordinaria;Grupo 1;8.805
1374;0;2025;ordinaria;Grupo 2;5.0
1375;0;2025;ordinaria;Grupo 1;9.564
1376;0;2025;ordinaria;Grupo 2;5.0
1377;0;2025;ordinaria;Grupo 1;9.14
1378;0;2025;ordinaria;Grupo 2;7.84
1379;0;2025;ordinaria;Grupo 1;5.0
1380;0;2025;ordinaria;Grupo 2;5.0
1381;0;2025;ordinaria;Grupo 1;8.91
1382;0;2025;ordinaria;Grupo 2;7.7
1383;0;2025;ordinaria;Grupo 1;8.67
1384;0;2025;ordinaria;Grupo 2;9.53
1385;0;2025;ordinaria;Grupo 1;9.564
1386;0;2025;ordinaria;Grupo 2;8.51
1387;0;2025;ordinaria;Grupo 1;9.75
1388;0;2025;ordinaria;Grupo 2;8.62
1389;0;2025;ordinaria;Grupo 1;8.524
1390;0;2025;ordinaria;Grupo 2;8.48
1391;0;2025;ordinaria;Grupo 1;9.014
1392;0;2025;ordinaria;Grupo 2;9.48
1393;0;2025;ordinaria;Grupo 1;5.0
1394;0;2025;ordinaria;Grupo 2;5.0
1395;0;2025;ordinaria;Grupo 1;7.303
1396;0;2025;ordinaria;Grupo 2;6.14
1397;0;2025;ordinaria;Grupo 1;5.0
1398;0;2025;ordinaria;Grupo 2;5.0
1399;0;2025;ordinaria;Grupo 1;5.0
1400;0;2025;ordinaria;Grupo 2;5.0
1401;0;2025;ordinaria;Grupo 1;8.33
1402;0;2025;ordinaria;Grupo 2;5.0
1403;0;2025;ordinaria;Grupo 1;10.199
1404;0;2025;ordinaria;Grupo 2;5.61
1405;0;2025;ordinaria;Grupo 1;9.728
1406;0;2025;ordinaria;Grupo 2;5.0
1407;0;2025;ordinaria;Grupo 1;9.458
1408;0;2025;ordinaria;Grupo 2;5.0
1409;0;2025;ordinaria;Grupo 1;10.624
1410;0;2025;ordinaria;Grupo 2;6.8
1411;0;2025;ordinaria;Grupo 1;7.93
1412;0;2025;ordinaria;Grupo 2;5.0
1413;0;2025;ordinaria;Grupo 1;7.0
1414;0;2025;ordinaria;Grupo 2;9.07
1415;0;2025;ordinaria;Grupo 1;7.352
1416;0;2025;ordinaria;Grupo 2;6.79
1417;0;2025;ordinaria;Grupo 1;7.77
1418;0;2025;ordinaria;Grupo 2;5.0
1419;0;2025;ordinaria;Grupo 1;9.625
1420;0;2025;ordinaria;Grupo 2;6.34
1421;0;2025;ordinaria;Grupo 1;10.311
1422;0;2025;ordinaria;Grupo 2;5.0
1423;0;2025;ordinaria;Grupo 1;8.889
1424;0;2025;ordinaria;Grupo 2;8.23
1425;0;2025;ordinaria;Grupo 1;10.064
1426;0;2025;ordinaria;Grupo 2;6.76
1427;0;2025;ordinaria;Grupo 1;10.116
1428;0;2025;ordinaria;Grupo 2;5.0
1429;0;2025;ordinaria;Grupo 1;10.992
1430;0;2025;ordinaria;Grupo 2;5.0
1431;0;2025;ordinaria;Grupo 1;10.632
1432;0;2025;ordinaria;Grupo 2;6.78
1433;0;2025;ordinaria;Grupo 1;7.54
1434;0;2025;ordinaria;Grupo 2;8.02
1435;0;2025;ordinaria;Grupo 1;7.328
1436;0;2025;ordinaria;Grupo 2;5.0
1437;0;2025;ordinaria;Grupo 1;8.71
1438;0;2025;ordinaria;Grupo 2;7.36
1439;0;2025;ordinaria;Grupo 1;5.0
1440;0;2025;ordinaria;Grupo 2;5.0
1441;0;2025;ordinaria;Grupo 1;5.0
1442;0;2025;ordinaria;Grupo 2;5.0
1443;0;2025;ordinaria;Grupo 1;5.0
1444;0;2025;ordinaria;Grupo 2;5.0
1445;0;2025;ordinaria;Grupo 1;5.0
1446;0;2025;ordinaria;Grupo 2;5.0
1447;0;2025;ordinaria;Grupo 1;12.014
1448;0;2025;ordinaria;Grupo 2;5.0
1449;0;2025;ordinaria;Grupo 1;11.685
1450;0;2025;ordinaria;Grupo 2;7.27
1451;0;2025;ordinaria;Grupo 1;8.461
1452;0;2025;ordinaria;Grupo 2;6.33
1453;0;2025;ordinaria;Grupo 1;8.903
1454;0;2025;ordinaria;Grupo 2;7.72
1455;0;2025;ordinaria;Grupo 1;9.937
1456;0;2025;ordinaria;Grupo 2;5.0
1457;0;2025;ordinaria;Grupo 1;8.189
1458;0;2025;ordinaria;Grupo 2;5.0
1459;0;2025;ordinaria;Grupo 1;10.025
1460;0;2025;ordinaria;Grupo 2;6.87
1461;0;2025;ordinaria;Grupo 1;8.775
1462;0;2025;ordinaria;Grupo 2;5.0
1463;0;2025;ordinaria;Grupo 1;10.164
1464;0;2025;ordinaria;Grupo 2;5.0
1465;0;2025;ordinaria;Grupo 1;10.161
1466;0;2025;ordinaria;Grupo 2;5.0
1467;0;2025;ordinaria;Grupo 1;6.431
1468;0;2025;ordinaria;Grupo 2;5.0
1469;0;2025;ordinaria;Grupo 1;8.339
1470;0;2025;ordinaria;Grupo 2;5.0
1471;0;2025;ordinaria;Grupo 1;9.389
1472;0;2025;ordinaria;Grupo 2;5.0
1473;0;2025;ordinaria;Grupo 1;12.433
1474;0;2025;ordinaria;Grupo 2;6.46
1475;0;2025;ordinaria;Grupo 1;10.867
1476;0;2025;ordinaria;Grupo 2;7.45
1477;0;2025;ordinaria;Grupo 1;12.314
1478;0;2025;ordinaria;Grupo 2;9.33
1479;0;2025;ordinaria;Grupo 1;10.5
1480;0;2025;ordinaria;Grupo 2;7.78
1481;0;2025;ordinaria;Grupo 1;11.378
1482;0;2025;ordinaria;Grupo 2;5.0
1483;0;2025;ordinaria;Grupo 1;13.161
1484;0;2025;ordinaria;Grupo 2;7.79
1485;0;2025;ordinaria;Grupo 1;13.061
1486;0;2025;ordinaria;Grupo 2;5.0
1487;0;2025;ordinaria;Grupo 1;9.025
1488;0;2025;ordinaria;Grupo 2;7.66
1489;0;2025;ordinaria;Grupo 1;12.33
1490;0;2025;ordinaria;Grupo 2;6.38
1491;0;2025;ordinaria;Grupo 1;11.102
1492;0;2025;ordinaria;Grupo 2;6.7
1493;0;2025;ordinaria;Grupo 1;11.503
1494;0;2025;ordinaria;Grupo 2;6.24
1495;0;2025;ordinaria;Grupo 1;10.69
1496;0;2025;ordinaria;Grupo 2;8.31
1497;0;2025;ordinaria;Grupo 1;10.475
1498;0;2025;ordinaria;Grupo 2;5.0
1499;0;2025;ordinaria;Grupo 1;11.078
1500;0;2025;ordinaria;Grupo 2;5.0
1501;0;2025;ordinaria;Grupo 1;11.728
1502;0;2025;ordinaria;Grupo 2;5.0
1503;0;2025;ordinaria;Grupo 1;6.689
1504;0;2025;ordinaria;Grupo 2;5.0
1505;0;2025;ordinaria;Grupo 1;12.489
1506;0;2025;ordinaria;Grupo 2;5.0
1507;0;2025;ordinaria;Grupo 1;10.403
1508;0;2025;ordinaria;Grupo 2;5.0
1509;0;2025;ordinaria;Grupo 1;11.153
1510;0;2025;ordinaria;Grupo 2;5.0
1511;0;2025;ordinaria;Grupo 1;11.287
1512;0;2025;ordinaria;Grupo 2;5.0
1513;0;2025;ordinaria;Grupo 1;10.036
1514;0;2025;ordinaria;Grupo 2;5.0
1515;0;2025;ordinaria;Grupo 1;10.378
1516;0;2025;ordinaria;Grupo 2;5.0
1517;0;2025;ordinaria;Grupo 1;11.961
1518;0;2025;ordinaria;Grupo 2;8.71
1519;0;2025;ordinaria;Grupo 1;5.0
1520;0;2025;ordinaria;Grupo 2;5.0
1521;0;2025;ordinaria;Grupo 1;5.0
1522;0;2025;ordinaria;Grupo 2;5.0
1523;0;2025;ordinaria;Grupo 1;10.185
1524;0;2025;ordinaria;Grupo 2;8.61
1525;0;2025;ordinaria;Grupo 1;5.0
1526;0;2025;ordinaria;Grupo 2;5.0
1527;0;2025;ordinaria;Grupo 1;5.0
1528;0;2025;ordinaria;Grupo 2;5.0
1529;0;2025;ordinaria;Grupo 1;9.903
1530;0;2025;ordinaria;Grupo 2;5.0
1531;0;2025;ordinaria;Grupo 1;10.373
1532;0;2025;ordinaria;Grupo 2;5.0
1533;0;2025;ordinaria;Grupo 1;10.814
1534;0;2025;ordinaria;Grupo 2;5.0
1535;0;2025;ordinaria;Grupo 1;9.914
1536;0;2025;ordinaria;Grupo 2;5.0
1537;0;2025;ordinaria;Grupo 1;10.478
1538;0;2025;ordinaria;Grupo 2;5.0
1539;0;2025;ordinaria;Grupo 1;12.604
1540;0;2025;ordinaria;Grupo 2;5.0
1541;0;2025;ordinaria;Grupo 1;12.089
1542;0;2025;ordinaria;Grupo 2;7.09
1543;0;2025;ordinaria;Grupo 1;11.678
1544;0;2025;ordinaria;Grupo 2;5.0
1545;0;2025;ordinaria;Grupo 1;9.849
1546;0;2025;ordinaria;Grupo 2;5.0
1547;0;2025;ordinaria;Grupo 1;11.323
1548;0;2025;ordinaria;Grupo 2;5.0
1549;0;2025;ordinaria;Grupo 1;13.089
1550;0;2025;ordinaria;Grupo 2;7.12
1551;0;2025;ordinaria;Grupo 1;10.589
1552;0;2025;ordinaria;Grupo 2;5.0
1553;0;2025;ordinaria;Grupo 1;11.103
1554;0;2025;ordinaria;Grupo 2;5.0
1555;0;2025;ordinaria;Grupo 1;10.439
1556;0;2025;ordinaria;Grupo 2;5.0
1557;0;2025;ordinaria;Grupo 1;10.825
1558;0;2025;ordinaria;Grupo 2;5.0
1559;0;2025;ordinaria;Grupo 1;8.936
1560;0;2025;ordinaria;Grupo 2;5.0
1561;0;2025;ordinaria;Grupo 1;8.553
1562;0;2025;ordinaria;Grupo 2;7.36
1563;0;2025;ordinaria;Grupo 1;10.046
1564;0;2025;ordinaria;Grupo 2;5.0
1565;0;2025;ordinaria;Grupo 1;12.329
1566;0;2025;ordinaria;Grupo 2;5.0
1567;0;2025;ordinaria;Grupo 1;12.267
1568;0;2025;ordinaria;Grupo 2;5.0
1569;0;2025;ordinaria;Grupo 1;11.492
1570;0;2025;ordinaria;Grupo 2;6.86
1571;0;2025;ordinaria;Grupo 1;12.216
1572;0;2025;ordinaria;Grupo 2;6.8
1573;0;2025;ordinaria;Grupo 1;12.369
1574;0;2025;ordinaria;Grupo 2;5.0
1575;0;2025;ordinaria;Grupo 1;8.76
1576;0;2025;ordinaria;Grupo 2;6.16
1577;0;2025;ordinaria;Grupo 1;5.0
1578;0;2025;ordinaria;Grupo 2;5.0
1579;0;2025;ordinaria;Grupo 1;7.653
1580;0;2025;ordinaria;Grupo 2;5.0
1581;0;2025;ordinaria;Grupo 1;10.177
1582;0;2025;ordinaria;Grupo 2;5.0
1583;0;2025;ordinaria;Grupo 1;9.289
1584;0;2025;ordinaria;Grupo 2;5.0
1585;0;2025;ordinaria;Grupo 1;5.0
1586;0;2025;ordinaria;Grupo 2;5.0
1587;0;2025;ordinaria;Grupo 1;5.0
1588;0;2025;ordinaria;Grupo 2;5.0
1589;19;2025;ordinaria;Grupo 1;5.0
1590;22;2025;ordinaria;Grupo 1;5.0
1591;25;2025;ordinaria;Grupo 1;5.0
1592;32;2025;ordinaria;Grupo 1;5.0
1593;19;2025;ordinaria;Grupo 2;5.0
1594;22;2025;ordinaria;Grupo 2;5.0
1595;25;2025;ordinaria;Grupo 2;5.0
1596;32;2025;ordinaria;Grupo 2;5.0
1597;0;2025;ordinaria;Grupo 1;5.0
1598;0;2025;ordinaria;Grupo 2;5.0
1599;0;2025;ordinaria;Grupo 1;5.0
1600;0;2025;ordinaria;Grupo 2;5.0
1601;0;2025;ordinaria;Grupo 1;5.0
1602;0;2025;ordinaria;Grupo 2;5.0
1603;0;2025;ordinaria;Grupo 1;5.0
1604;0;2025;ordinaria;Grupo 2;5.0
1605;0;2025;ordinaria;Grupo 1;5.0
1606;0;2025;ordinaria;Grupo 2;5.0
