universidad,grado,grupo,nota,año,convocatoria
Universidad Autónoma De Madrid,Estudios Hispanicos: Lengua Espanola y Sus Literaturas,Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,Estudios Hispanicos: Lengua Espanola y Sus Literaturas,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Estudios Ingleses,Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,Estudios Ingleses,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Filosofia,Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,Filosofia,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Historia,Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,Historia,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Historia del Arte,Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,Historia del Arte,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Historia y Ciencias de la Musica y Tecnologia Musical,Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,Historia y Ciencias de la Musica y Tecnologia Musical,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,"Lenguas Modernas, Cultura y Comunicacion",Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,Espanol,Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,"Lenguas Modernas, Cultura y Comunicacion",Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Espanol,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,"Lenguas Modernas, Cultura y Comunicacion",Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,Frances,Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,"Lenguas Modernas, Cultura y Comunicacion",Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Frances,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,"Lenguas Modernas, Cultura y Comunicacion",Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,Ingles,Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,"Lenguas Modernas, Cultura y Comunicacion",Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Ingles,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Traduccion E Interpretacion,Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,Traduccion E Interpretacion,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Traduccion E Interpretacion,Grupo 1,6.700,2025,ordinaria
Universidad Autónoma De Madrid,Traduccion E Interpretacion,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Ciencias Ambientales,Grupo 1,6.580,2025,ordinaria
Universidad Autónoma De Madrid,"Geografia, Geotecnologias y Sostenibilidad Territorial",Grupo 1,6.580,2025,ordinaria
Universidad Autónoma De Madrid,Ciencias Ambientales,Grupo 2,8.10,2025,ordinaria
Universidad Autónoma De Madrid,"Geografia, Geotecnologias y Sostenibilidad Territorial",Grupo 2,8.10,2025,ordinaria
Universidad Autónoma De Madrid,Derecho,Grupo 1,10.928,2025,ordinaria
Universidad Autónoma De Madrid,Administracion y Direccion de Empresas,Grupo 1,10.928,2025,ordinaria
Universidad Autónoma De Madrid,Derecho,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Administracion y Direccion de Empresas,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Derecho,Grupo 1,8.911,2025,ordinaria
Universidad Autónoma De Madrid,Ciencia Politica y Administracion Publica,Grupo 1,8.911,2025,ordinaria
Universidad Autónoma De Madrid,Derecho,Grupo 2,7.25,2025,ordinaria
Universidad Autónoma De Madrid,Ciencia Politica y Administracion Publica,Grupo 2,7.25,2025,ordinaria
Universidad Autónoma De Madrid,Estudios Internacionales,Grupo 1,10.336,2025,ordinaria
Universidad Autónoma De Madrid,Estudios de Asia y Africa,Grupo 1,10.336,2025,ordinaria
Universidad Autónoma De Madrid,Estudios Internacionales,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Estudios de Asia y Africa,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Filosofia,Grupo 1,12.264,2025,ordinaria
Universidad Autónoma De Madrid,Historia,Grupo 1,12.264,2025,ordinaria
Universidad Autónoma De Madrid,Filosofia,Grupo 2,8.49,2025,ordinaria
Universidad Autónoma De Madrid,Historia,Grupo 2,8.49,2025,ordinaria
Universidad Autónoma De Madrid,Filosofia,Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,Historia y Cc. de la Musica y Tecnologia Musical,Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,Filosofia,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Historia y Cc. de la Musica y Tecnologia Musical,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Historia,Grupo 1,12.964,2025,ordinaria
Universidad Autónoma De Madrid,Estudios Internacionales,Grupo 1,12.964,2025,ordinaria
Universidad Autónoma De Madrid,Historia,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Estudios Internacionales,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Historia del Arte,Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,Estudios Clasicos y de la Antiguedad,Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,Historia del Arte,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Estudios Clasicos y de la Antiguedad,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Historia del Arte,Grupo 1,12.513,2025,ordinaria
Universidad Autónoma De Madrid,Historia,Grupo 1,12.513,2025,ordinaria
Universidad Autónoma De Madrid,Historia del Arte,Grupo 2,8.56,2025,ordinaria
Universidad Autónoma De Madrid,Historia,Grupo 2,8.56,2025,ordinaria
Universidad Autónoma De Madrid,Ingenieria Informatica,Grupo 1,13.136,2025,ordinaria
Universidad Autónoma De Madrid,Matematicas,Grupo 1,13.136,2025,ordinaria
Universidad Autónoma De Madrid,Ingenieria Informatica,Grupo 2,8.82,2025,ordinaria
Universidad Autónoma De Madrid,Matematicas,Grupo 2,8.82,2025,ordinaria
Universidad Autónoma De Madrid,Maestro en Educacion Infantil,Grupo 1,10.278,2025,ordinaria
Universidad Autónoma De Madrid,Maestro en Educacion Primaria,Grupo 1,10.278,2025,ordinaria
Universidad Autónoma De Madrid,Maestro en Educacion Infantil,Grupo 2,8.01,2025,ordinaria
Universidad Autónoma De Madrid,Maestro en Educacion Primaria,Grupo 2,8.01,2025,ordinaria
Universidad Autónoma De Madrid,Nutricion Humana y Dietetica,Grupo 1,10.870,2025,ordinaria
Universidad Autónoma De Madrid,Ciencia y Tecnologia de los Alimentos,Grupo 1,10.870,2025,ordinaria
Universidad Autónoma De Madrid,Nutricion Humana y Dietetica,Grupo 2,8.58,2025,ordinaria
Universidad Autónoma De Madrid,Ciencia y Tecnologia de los Alimentos,Grupo 2,8.58,2025,ordinaria
Universidad Autónoma De Madrid,Traduccion E Interpretacion,Grupo 1,5.790,2025,ordinaria
Universidad Autónoma De Madrid,"Lenguas Modernas, Cultura y Comunicacion",Grupo 1,5.790,2025,ordinaria
Universidad Autónoma De Madrid,Traduccion E Interpretacion,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,"Lenguas Modernas, Cultura y Comunicacion",Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Diseno y Gestion de Proyectos Transmedia,Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,Diseno y Gestion de Proyectos Transmedia,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Educacion Social,Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,Educacion Social,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Fisioterapia,Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,Fisioterapia,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Maestro en Educacion Infantil,Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,Maestro en Educacion Infantil,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Maestro en Educacion Primaria,Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,Maestro en Educacion Primaria,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Podologia,Grupo 1,7.203,2025,ordinaria
Universidad Autónoma De Madrid,Podologia,Grupo 2,8.59,2025,ordinaria
Universidad Autónoma De Madrid,Terapia Ocupacional,Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,Terapia Ocupacional,Grupo 2,5.00,2025,ordinaria
Universidad Autónoma De Madrid,Trabajo Social,Grupo 1,5.000,2025,ordinaria
Universidad Autónoma De Madrid,Trabajo Social,Grupo 2,5.00,2025,ordinaria
Universidad Complutense De Madrid,Ciencia E Ingenieria de Datos,Grupo 1,11.556,2025,ordinaria
Universidad Complutense De Madrid,Ciencia E Ingenieria de Datos,Grupo 2,7.56,2025,ordinaria
Universidad Complutense De Madrid,Ingenieria Aeroespacial,Grupo 1,13.300,2025,ordinaria
Universidad Complutense De Madrid,Ingenieria Aeroespacial,Grupo 2,7.43,2025,ordinaria
Universidad Complutense De Madrid,Ingenieria Biomedica,Grupo 1,12.843,2025,ordinaria
Universidad Complutense De Madrid,Ingenieria Biomedica,Grupo 2,9.31,2025,ordinaria
Universidad Complutense De Madrid,Ingenieria de Comunicaciones Moviles y Espaciales,Grupo 1,10.253,2025,ordinaria
Universidad Complutense De Madrid,Ingenieria de Comunicaciones Moviles y Espaciales,Grupo 2,5.00,2025,ordinaria
Universidad Complutense De Madrid,Ingenieria de Internet,Grupo 1,9.764,2025,ordinaria
Universidad Complutense De Madrid,Ingenieria de Internet,Grupo 2,5.00,2025,ordinaria
Universidad Complutense De Madrid,Ingenieria de la Energia,Grupo 1,11.175,2025,ordinaria
Universidad Complutense De Madrid,Ingenieria de la Energia,Grupo 2,5.00,2025,ordinaria
Universidad Complutense De Madrid,Ingenieria de Sonido E Imagen,Grupo 1,10.115,2025,ordinaria
Universidad Complutense De Madrid,Ingenieria de Sonido E Imagen,Grupo 2,5.00,2025,ordinaria
Universidad Complutense De Madrid,Ingenieria Electrica,Grupo 1,10.967,2025,ordinaria
Universidad Complutense De Madrid,Ingenieria Electrica,Grupo 2,5.00,2025,ordinaria
Universidad Complutense De Madrid,Ingenieria Electronica Industrial y Automatica,Grupo 1,10.636,2025,ordinaria
Universidad Complutense De Madrid,Ingenieria Electronica Industrial y Automatica,Grupo 2,5.00,2025,ordinaria
Universidad Complutense De Madrid,Ingenieria en Tecnologias de Telecomunicacion,Grupo 1,10.713,2025,ordinaria
Universidad Complutense De Madrid,Ingenieria en Tecnologias de Telecomunicacion,Grupo 2,5.00,2025,ordinaria
Universidad Complutense De Madrid,Ingenieria en Tecnologias Industriales,Grupo 1,11.966,2025,ordinaria
Universidad Complutense De Madrid,Ingenieria en Tecnologias Industriales,Grupo 2,5.00,2025,ordinaria
Universidad Complutense De Madrid,Ingenieria Fisica,Grupo 1,13.225,2025,ordinaria
Universidad Complutense De Madrid,Ingenieria Fisica,Grupo 2,7.38,2025,ordinaria
Universidad Complutense De Madrid,Ingenieria Informatica,Grupo 1,10.978,2025,ordinaria
Universidad Complutense De Madrid,Ingenieria Informatica,Grupo 2,5.00,2025,ordinaria
Universidad Complutense De Madrid,Ingenieria Informatica,Grupo 1,10.364,2025,ordinaria
Universidad Complutense De Madrid,Ingenieria Informatica,Grupo 2,5.00,2025,ordinaria
Universidad Complutense De Madrid,Ingenieria Mecanica,Grupo 1,11.664,2025,ordinaria
Universidad Complutense De Madrid,Ingenieria Mecanica,Grupo 2,5.00,2025,ordinaria
Universidad Complutense De Madrid,Ingenieria Robotica,Grupo 1,11.489,2025,ordinaria
Universidad Complutense De Madrid,Ingenieria Robotica,Grupo 2,8.63,2025,ordinaria
Universidad Complutense De Madrid,Inteligencia Artificial,Grupo 1,11.775,2025,ordinaria
Universidad Complutense De Madrid,Inteligencia Artificial,Grupo 2,8.05,2025,ordinaria
Universidad Complutense De Madrid,Inteligencia Artificial,Grupo 1,10.448,2025,ordinaria
Universidad Complutense De Madrid,Inteligencia Artificial,Grupo 2,7.04,2025,ordinaria
Universidad Complutense De Madrid,Matematica Aplicada,Grupo 1,12.024,2025,ordinaria
Universidad Complutense De Madrid,Matematica Aplicada,Grupo 2,6.89,2025,ordinaria
Universidad Complutense De Madrid,Matematicas y Computacion,Grupo 1,12.224,2025,ordinaria
Universidad Complutense De Madrid,Matematicas y Computacion,Grupo 2,8.41,2025,ordinaria
Universidad Complutense De Madrid,Programa Academico de Ingenieria Informatica Via Grado en Ing. Informatica,Grupo 1,12.825,2025,ordinaria
Universidad Complutense De Madrid,Programa Academico de Ingenieria Informatica Via Grado en Ing. Informatica,Grupo 2,5.00,2025,ordinaria
Universidad Complutense De Madrid,Programa Academico de Ingenieria de Telecomunicacion Via Grado en Ing. en Tecnologias de Telecomunicacion,Grupo 1,12.889,2025,ordinaria
Universidad Complutense De Madrid,Programa Academico de Ingenieria de Telecomunicacion Via Grado en Ing. en Tecnologias de Telecomunicacion,Grupo 2,5.00,2025,ordinaria
Universidad Complutense De Madrid,Programa Academico de Ingenieria Industrial Via Grado en Ing. en Tecnologias Industriales,Grupo 1,13.414,2025,ordinaria
Universidad Complutense De Madrid,Programa Academico de Ingenieria Industrial Via Grado en Ing. en Tecnologias Industriales,Grupo 2,5.00,2025,ordinaria
Universidad Complutense De Madrid,Ciencias Politicas y Sociologia,Grupo 1,9.041,2025,ordinaria
Universidad Complutense De Madrid,Ciencias Politicas y Sociologia,Grupo 2,7.40,2025,ordinaria
Universidad Complutense De Madrid,Ciencia E Ingenieria de Datos E Ingenieria en Tecnologias de Telecomunicacion,Grupo 1,12.124,2025,ordinaria
Universidad Complutense De Madrid,Ciencia E Ingenieria de Datos E Ingenieria en Tecnologias de Telecomunicacion,Grupo 2,5.00,2025,ordinaria
Universidad Complutense De Madrid,Derecho y Administracion de Empresas,Grupo 1,12.600,2025,ordinaria
Universidad Complutense De Madrid,Derecho y Administracion de Empresas,Grupo 2,8.11,2025,ordinaria
Universidad Complutense De Madrid,Derecho y Administracion de Empresas,Grupo 1,11.250,2025,ordinaria
Universidad Complutense De Madrid,Derecho y Administracion de Empresas,Grupo 2,7.94,2025,ordinaria
Universidad Complutense De Madrid,Derecho y Ciencias Politicas,Grupo 1,11.178,2025,ordinaria
Universidad Complutense De Madrid,Derecho y Ciencias Politicas,Grupo 2,7.37,2025,ordinaria
Universidad Complutense De Madrid,Derecho y Economia,Grupo 1,12.239,2025,ordinaria
Universidad Complutense De Madrid,Derecho y Economia,Grupo 2,6.55,2025,ordinaria
Universidad Complutense De Madrid,Estudios Internacionales y Administracion de Empresas,Grupo 1,13.119,2025,ordinaria
Universidad Complutense De Madrid,Estudios Internacionales y Administracion de Empresas,Grupo 2,5.00,2025,ordinaria
Universidad Complutense De Madrid,Estudios Internacionales y Ciencias Politicas,Grupo 1,12.475,2025,ordinaria
Universidad Complutense De Madrid,Estudios Internacionales y Ciencias Politicas,Grupo 2,7.43,2025,ordinaria
Universidad Complutense De Madrid,Estudios Internacionales y Derecho,Grupo 1,13.175,2025,ordinaria
Universidad Complutense De Madrid,Estudios Internacionales y Derecho,Grupo 2,8.44,2025,ordinaria
Universidad Complutense De Madrid,Estudios Internacionales y Economia,Grupo 1,12.830,2025,ordinaria
Universidad Complutense De Madrid,Estudios Internacionales y Economia,Grupo 2,5.00,2025,ordinaria
Universidad Complutense De Madrid,Ingenieria Fisica E Ingenieria en Tecnologias Industriales,Grupo 1,13.464,2025,ordinaria
Universidad Complutense De Madrid,Ingenieria Fisica E Ingenieria en Tecnologias Industriales,Grupo 2,6.35,2025,ordinaria
Universidad Complutense De Madrid,Ingenieria Informatica y Administracion de Empresas,Grupo 1,11.386,2025,ordinaria
Universidad Complutense De Madrid,Ingenieria Informatica y Administracion de Empresas,Grupo 2,5.00,2025,ordinaria
Universidad Complutense De Madrid,Ingenieria Informatica y Administracion de Empresas,Grupo 1,12.053,2025,ordinaria
Universidad Complutense De Madrid,Ingenieria Informatica y Administracion de Empresas,Grupo 2,5.00,2025,ordinaria
Universidad Complutense De Madrid,Periodismo y Comunicacion Audiovisual,Grupo 1,10.939,2025,ordinaria
Universidad Complutense De Madrid,Periodismo y Comunicacion Audiovisual,Grupo 2,7.58,2025,ordinaria
Universidad Complutense De Madrid,Periodismo y Humanidades,Grupo 1,7.816,2025,ordinaria
Universidad Complutense De Madrid,Periodismo y Humanidades,Grupo 2,9.07,2025,ordinaria
Universidad Politécnica De Madrid,Arquitecto/A,Grupo 1,13.089,2025,ordinaria
Universidad Politécnica De Madrid,Arquitecto/A,Grupo 2,8.60,2025,ordinaria
Universidad Politécnica De Madrid,Arquitectura Naval / Ingenieria Maritima,Grupo 1,10.467,2025,ordinaria
Universidad Politécnica De Madrid,Arquitectura Naval / Ingenieria Maritima,Grupo 2,6.51,2025,ordinaria
Universidad Politécnica De Madrid,Biotecnologia,Grupo 1,12.728,2025,ordinaria
Universidad Politécnica De Madrid,Biotecnologia,Grupo 2,8.23,2025,ordinaria
Universidad Politécnica De Madrid,Ciencia de Datos E Inteligencia Artificial,Grupo 1,11.899,2025,ordinaria
Universidad Politécnica De Madrid,Ciencia de Datos E Inteligencia Artificial,Grupo 2,8.98,2025,ordinaria
Universidad Politécnica De Madrid,Ciencia de Datos E Inteligencia Artificial,Grupo 1,12.139,2025,ordinaria
Universidad Politécnica De Madrid,Ciencia de Datos E Inteligencia Artificial,Grupo 2,8.35,2025,ordinaria
Universidad Politécnica De Madrid,Edificacion,Grupo 1,7.637,2025,ordinaria
Universidad Politécnica De Madrid,Edificacion,Grupo 2,6.97,2025,ordinaria
Universidad Politécnica De Madrid,Fundamentos de la Arquitectura,Grupo 1,11.091,2025,ordinaria
Universidad Politécnica De Madrid,Fundamentos de la Arquitectura,Grupo 2,7.73,2025,ordinaria
Universidad Politécnica De Madrid,Gestion y Operaciones del Transporte Aereo,Grupo 1,11.478,2025,ordinaria
Universidad Politécnica De Madrid,Gestion y Operaciones del Transporte Aereo,Grupo 2,7.15,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria Aeroespacial,Grupo 1,12.484,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria Aeroespacial,Grupo 2,7.59,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/A Aeronautico/A,Grupo 1,13.411,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/A Aeronautico/A,Grupo 2,7.44,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria Agricola,Grupo 1,8.173,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria Agricola,Grupo 2,6.88,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/A Agronomo/A,Grupo 1,10.814,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/A Agronomo/A,Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria Agroambiental,Grupo 1,5.750,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria Agroambiental,Grupo 2,6.88,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria Alimentaria,Grupo 1,7.015,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria Alimentaria,Grupo 2,7.13,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria Biomedica,Grupo 1,12.553,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria Biomedica,Grupo 2,8.89,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/A Biomedico/A,Grupo 1,13.150,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/A Biomedico/A,Grupo 2,8.45,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria Civil y Territorial,Grupo 1,10.053,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria Civil y Territorial,Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria Civil y Territorial,Grupo 1,9.675,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria Civil y Territorial,Grupo 2,6.33,2025,ordinaria
Universidad Politécnica De Madrid,"Ingeniero/A de Caminos, Canales y Puertos",Grupo 1,11.961,2025,ordinaria
Universidad Politécnica De Madrid,"Ingeniero/A de Caminos, Canales y Puertos",Grupo 2,6.40,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria de Computadores,Grupo 1,9.311,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria de Computadores,Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria de la Energia,Grupo 1,11.039,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria de la Energia,Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria de las Tecnologias de la Informacion Geoespacial,Grupo 1,7.310,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria de las Tecnologias de la Informacion Geoespacial,Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria de Materiales,Grupo 1,9.561,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria de Materiales,Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/A de Materiales,Grupo 1,10.728,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/A de Materiales,Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/A de Minas,Grupo 1,10.388,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/A de Minas,Grupo 2,7.24,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/A de Montes,Grupo 1,8.739,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/A de Montes,Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria de Organizacion,Grupo 1,12.636,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria de Organizacion,Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria de Sistemas de Telecomunicacion,Grupo 1,9.186,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria de Sistemas de Telecomunicacion,Grupo 2,7.40,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria de Sonido E Imagen,Grupo 1,8.066,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria de Sonido E Imagen,Grupo 2,6.99,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria de Tecnologias y Servicios de Telecomunicacion,Grupo 1,9.408,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria de Tecnologias y Servicios de Telecomunicacion,Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/A de Telecomunicacion,Grupo 1,11.686,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/A de Telecomunicacion,Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria del Medio Natural,Grupo 1,5.744,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria del Medio Natural,Grupo 2,6.09,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria del Software,Grupo 1,10.036,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria del Software,Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/A del Software,Grupo 1,11.533,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/A del Software,Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria Electrica,Grupo 1,10.450,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria Electrica,Grupo 2,7.01,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria Electronica de Comunicaciones,Grupo 1,8.361,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria Electronica de Comunicaciones,Grupo 2,8.14,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria Electronica Industrial y Automatica,Grupo 1,10.670,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria Electronica Industrial y Automatica,Grupo 2,7.48,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria en Diseno Industrial y Desarrollo de Producto,Grupo 1,12.461,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria en Diseno Industrial y Desarrollo de Producto,Grupo 2,8.20,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/A Sistemas Informaticos Distribuidos y Embebidos,Grupo 1,8.728,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/A Sistemas Informaticos Distribuidos y Embebidos,Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,"Ingenieria en Tecnologia Minera / Ing. Geologica / Ing. Mineralurgica y Metalurgica de las Materias Primas / Ing. en Recursos Energeticos, Combustibles y Explosivos",Grupo 1,8.390,2025,ordinaria
Universidad Politécnica De Madrid,"Ingenieria en Tecnologia Minera / Ing. Geologica / Ing. Mineralurgica y Metalurgica de las Materias Primas / Ing. en Recursos Energeticos, Combustibles y Explosivos",Grupo 2,7.02,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria en Tecnologias Aeroespaciales,Grupo 1,12.363,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria en Tecnologias Aeroespaciales,Grupo 2,7.50,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria en Tecnologias Ambientales,Grupo 1,6.464,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria en Tecnologias Ambientales,Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria en Tecnologias Industriales,Grupo 1,12.114,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria en Tecnologias Industriales,Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria Forestal,Grupo 1,5.404,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria Forestal,Grupo 2,6.87,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria Geomatica,Grupo 1,6.686,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria Geomatica,Grupo 2,6.40,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/A Industrial,Grupo 1,13.525,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/A Industrial,Grupo 2,7.42,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria Informatica,Grupo 1,10.175,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria Informatica,Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/A Informatica,Grupo 1,11.425,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/A Informatica,Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria Mecanica,Grupo 1,11.867,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria Mecanica,Grupo 2,7.84,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/A Naval y Oceanica,Grupo 1,11.978,2025,ordinaria
Universidad Politécnica De Madrid,Ingeniero/A Naval y Oceanica,Grupo 2,7.16,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria Quimica,Grupo 1,11.707,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria Quimica,Grupo 2,7.47,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria Quimica,Grupo 1,10.883,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria Quimica,Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria Telematica,Grupo 1,8.540,2025,ordinaria
